id,title length,tags count,max tag popularity (besides java),avg tag popularity,min tag popularity,total code %,java %,json %,xml %,stack traces %,length,words count,Coleman-Liau Index,Flesch Reasing Ease Score,Flesch-Kincaid Grade Level,Automated Readability Index,Gunning Fog Index,SMOG Grade,day of week,reputation,intercalations,score,number of answers,max answer score,avg answer score,min answer score,number of comments,max answer length,avg answer length,min answer length,has accepted answer
10182226,49,5,770768,399938.8,44273,0.8078189300411522,0.7234567901234568,0.0,0.0,0.0,2430,86,6.036100852272726,88.37958806818185,86.9856676136364,4.729779829545454,6.154545454545454,3.855816496101822,1,21,9,0,2,1,1.0,1,3,358,216.5,75,1
10184644,31,1,0,987300.0,987300,0.4138335287221571,0.3071512309495897,0.0,0.0,0.0,853,97,6.308511363636362,78.44181818181819,74.29244318181819,4.807625,6.790151515151516,5.909776086746195,2,368,6,0,4,4,1.5,0,3,982,790.5,630,1
10191803,35,1,0,987300.0,987300,0.7559101654846335,0.7559101654846335,0.0,0.0,0.0,1692,87,2.3188977713178276,101.33968594269105,89.99662271594686,1.2157859219269103,4.1375,3.0,2,674,4,0,0,0,0,0,2,0,0,0,0
10193407,61,3,37988,342275.6666666667,1539,0.3242506811989101,0.3242506811989101,0.0,0.0,0.0,367,45,8.508666666666663,75.05000000000001,6.517777777777781,7.1080000000000005,6.888888888888889,6.16227766016838,2,1373,1,0,3,2,1.3333333333333333,1,0,341,229.33333333333334,130,1
10198814,60,2,78835,533067.5,78835,0.4805352798053528,0.4805352798053528,0.0,0.0,0.0,822,83,5.2127367706919925,78.82419776119406,51.181697761194044,7.850824966078696,8.897014925373135,5.738612787525831,2,324,4,1,1,4,4.0,4,0,483,483.0,483,1
10204038,45,4,3176,247837.25,41,0.0,0.0,0.0,0.0,0.0,148,31,4.4945161290322595,87.39927419354842,4.919516129032257,4.096451612903227,6.2,3.0,3,985,0,0,2,1,0.5,0,0,930,614.0,298,1
10244665,47,4,770768,451599.75,15758,0.0,0.0,0.0,0.0,0.0,205,35,14.134252873563215,44.756580459770134,50.22574712643679,9.66390804597701,7.15632183908046,7.319751617610021,5,814,0,0,2,1,0.5,0,2,168,133.0,98,0
10259895,33,1,0,987300.0,987300,0.9292076887013596,0.9292076887013596,0.0,0.0,0.0,4266,58,3.919858490566037,41.289984276729584,22.809905660377378,6.666446540880504,6.866666666666667,5.738612787525831,6,23,3,-2,1,0,0.0,0,3,105,105.0,105,0
10265400,87,3,89765,359059.3333333333,113,0.0,0.0,0.0,0.0,0.0,304,57,6.53947227191413,76.70215488968398,45.05649597495528,4.324549791293977,4.631782945736434,4.58113883008419,0,28,0,1,3,4,1.3333333333333333,-3,1,453,285.0,130,0
10266804,58,4,16482,253326.5,2525,0.6493108728943339,0.22664624808575803,0.0,0.0,0.4226646248085758,653,45,0.3137959482038406,32.618845159774466,30.155965695488753,14.053037280701755,1.251388888888889,3.1711632992203644,0,119,3,2,2,10,5.5,1,3,721,506.0,291,1
10268948,44,4,770768,511613.25,39775,0.0,0.0,0.0,0.0,0.0,503,103,5.071372549019605,75.45253676470591,45.47535539215688,6.233676470588236,8.434313725490197,5.738612787525831,0,606,0,2,2,1,0.5,0,2,155,117.0,79,1
10271540,17,2,256,493778.0,256,0.0,0.0,0.0,0.0,0.0,236,46,6.967826086956521,62.10739130434784,10.310434782608699,9.319565217391307,10.93913043478261,8.477225575051662,0,451,0,8,2,15,7.5,0,0,417,326.0,235,1
10285582,87,5,57549,213505.6,993,0.6094032549728752,0.6094032549728752,0.0,0.0,0.0,2212,150,-1.2860177707930402,92.86201136363638,90.42549053030305,6.58519330270793,3.865473887814314,5.044099598471437,1,13,4,2,4,4,2.25,0,2,3884,1395.25,234,1
10286165,35,5,852686,423824.2,6907,0.0,0.0,0.0,0.0,0.0,200,37,6.760270270270269,91.42477477477479,3.5713513513513533,4.722342342342344,4.933333333333334,3.0,1,19334,0,2,3,2,1.3333333333333333,1,0,839,685.0,390,0
10294285,65,3,16088,334586.0,370,0.0,0.0,0.0,0.0,0.0,555,101,8.211610845295052,74.23251893939396,43.432443181818186,6.6598843700159485,6.588755980861244,5.9504452238471055,2,17266,0,0,1,0,0.0,0,0,301,301.0,301,1
10299864,36,2,76,493688.0,76,0.0,0.0,0.0,0.0,0.0,338,62,7.338365384615383,71.58596153846155,28.829038461538463,5.245096153846154,7.222222222222223,6.16227766016838,2,276,0,2,2,3,1.5,0,0,520,296.0,72,1
10300088,113,5,78258,223895.4,7258,0.0,0.0,0.0,0.0,0.0,1119,181,1.238593177655675,105.42750544400454,103.91750544400455,1.4328191661279899,3.5506224412842062,3.75448111815658,2,4343,0,1,2,1,1.0,1,4,2076,1613.5,1151,1
10300696,101,5,770768,377637.0,12662,0.7459634015069968,0.7459634015069968,0.0,0.0,0.0,929,45,3.9585384416924643,61.75643285603718,55.04807759287928,3.0973684210526304,2.838157894736842,3.6846531968814578,2,7701,4,2,1,2,2.0,2,2,98,98.0,98,1
10311161,29,4,13454,251098.5,512,0.13279132791327913,0.13279132791327913,0.0,0.0,0.0,738,105,11.098563614705366,58.284885278239216,59.38412634966779,11.428877043626507,5.756148365098794,6.339954081678139,3,14,2,0,2,3,1.5,0,3,685,479.5,274,1
10314797,68,4,1016740,511662.5,14005,0.0,0.0,0.0,0.0,0.0,170,32,1.3965679824561388,72.4667763157895,59.23385964912283,5.824967105263158,6.15263157894737,5.738612787525831,3,2348,0,2,3,2,1.0,0,0,1995,759.0,90,1
10330661,72,3,33535,346597.6666666667,18958,0.0,0.0,0.0,0.0,0.0,228,43,8.432093023255813,43.176046511627916,17.91953488372093,20.005348837209304,18.130232558139536,8.477225575051662,4,969,0,0,2,1,0.5,0,5,1442,783.5,125,1
10343324,56,3,24340,341279.6666666667,12199,0.37570093457943926,0.37570093457943926,0.0,0.0,0.0,2140,206,-4.2225188026728695,92.58011052734732,92.56423090551272,1.2888151689891176,2.7537799725548484,4.066422606297985,5,391,10,3,1,1,1.0,1,3,515,515.0,515,1
10344777,78,4,6880,250093.0,1670,0.9640344018764659,0.08522283033620015,0.0,0.0,0.0,6395,43,2.1488881578947354,89.07610197368422,80.69930921052632,0.7427565789473691,2.925,3.6846531968814578,5,404,3,0,1,2,2.0,2,2,1211,1211.0,1211,1
10345145,53,1,0,987300.0,987300,0.0,0.0,0.0,0.0,0.0,223,44,6.262499999999999,72.9868181818182,8.544545454545453,8.302954545454543,9.70909090909091,6.872983346207417,5,359,0,0,4,2,0.5,0,3,716,556.5,454,0
10346392,32,3,37988,347517.0,17263,0.5887218045112782,0.5887218045112782,0.0,0.0,0.0,1330,99,8.4441421901528,70.97120224957555,56.92028119694398,6.67166001697793,5.713157894736843,3.968245836551854,5,21,4,0,1,0,0.0,0,11,187,187.0,187,0
10347080,65,5,770768,527804.4,34479,0.5157342657342657,0.5157342657342657,0.0,0.0,0.0,572,52,1.066703542780746,98.22517881016044,93.63674131016045,0.4015183823529398,3.5250000000000004,3.0,5,457,1,1,2,0,0.0,0,6,513,394.5,276,0
10365964,59,4,1016740,517779.0,29249,0.0,0.0,0.0,0.0,0.0,142,25,9.432083333333331,71.28,6.298333333333332,6.74625,4.800000000000001,3.0,6,1,0,0,1,1,1.0,1,2,222,222.0,222,0
10366427,68,4,57549,279896.5,24104,0.661437908496732,0.661437908496732,0.0,0.0,0.0,1530,97,-0.43632913961039144,77.03483225108228,69.06094967532471,6.527581845238094,7.861255411255412,6.133897495046878,6,122,4,0,2,1,0.5,0,1,673,366.0,59,0
10367215,27,1,0,987300.0,987300,0.0,0.0,0.0,0.0,0.0,473,85,3.095327272727271,91.15771969696974,76.66067424242426,2.791551515151517,3.9666666666666672,4.3693063937629155,6,1480,0,5,2,6,3.0,0,2,1208,1026.0,844,1
10385148,54,2,3423,495361.5,3423,0.444743935309973,0.10175202156334232,0.0,0.0,0.34299191374663074,1484,166,5.583600948509483,88.56038073461093,84.55353876306623,4.076132404181185,6.485975609756097,5.333468087831847,1,3074,5,9,5,12,3.0,-1,3,212,139.2,63,1
10387290,63,2,311,493805.5,311,0.0,0.0,0.0,0.0,0.0,377,74,6.971285714285713,82.71821428571431,6.069285714285716,6.9001428571428605,7.571428571428571,5.738612787525831,1,699,0,14,4,13,3.75,0,1,1650,605.5,65,1
10408749,27,3,16482,339078.6666666667,13454,0.8515579640023224,0.0,0.0,0.0,0.0,5167,146,5.206816551921971,85.00814783860719,78.95353245399181,4.984420594465776,4.472710622710624,4.168776115157385,3,196,2,0,2,2,1.0,0,3,357,308.5,260,1
10412611,77,2,1387,494343.5,1387,0.0,0.0,0.0,0.0,0.0,205,31,0.9291614906832271,72.73456521739134,67.78706521739133,9.060093167701861,6.926708074534162,6.872983346207417,3,1609,0,0,1,5,5.0,5,2,1301,1301.0,1301,1
10414393,76,2,118,493709.0,118,0.2804878048780488,0.2804878048780488,0.0,0.0,0.0,328,40,-14.158912202380954,109.79472098214288,109.10122767857146,0.09809374999999898,1.3526785714285714,3.4633573280097107,3,173,2,1,4,1,0.75,0,0,1398,549.5,58,1
1041575,45,3,2044,330129.3333333333,1044,0.0,0.0,0.0,0.0,0.0,150,29,-2.211071428571433,99.51535714285717,63.55214285714287,6.038214285714284,3.714285714285715,4.936491673103708,4,731,0,2,4,1,0.75,0,2,346,260.75,187,0
10420118,82,2,134456,560878.0,134456,0.37422037422037424,0.37422037422037424,0.0,0.0,0.0,1924,207,8.381065420694807,73.10629186100903,71.46922010174977,10.077682363427739,9.495509060831642,5.436955326186013,3,2062,2,1,6,2,0.6666666666666666,0,0,1172,727.3333333333334,293,1
10427302,38,4,42870,263404.0,753,0.5092889173606663,0.5092889173606663,0.0,0.0,0.0,1561,168,3.546272063298842,58.382186041793496,26.557390444309206,18.906726516534796,19.46666666666667,3.0,4,36,2,0,1,1,1.0,1,1,697,697.0,697,1
10445337,53,3,770768,615944.3333333334,89765,0.0,0.0,0.0,0.0,0.0,478,90,0.10430087209302119,95.63937015503879,77.01421511627909,-0.053012112403100886,4.683333333333334,3.968245836551854,5,12275,0,0,5,1,0.6,0,4,562,236.0,30,1
1045015,75,1,0,987300.0,987300,0.0,0.0,0.0,0.0,0.0,508,85,0.258386809269159,88.26117647058825,75.63533088235296,9.504839572192513,4.59607843137255,3.968245836551854,4,936,0,2,4,1,1.0,1,0,730,454.0,193,1
10460023,52,3,33870,340622.6666666667,698,0.2867132867132867,0.2867132867132867,0.0,0.0,0.0,1001,120,8.49292648027785,63.38515989346021,58.87234739346021,7.716103214620746,6.949423746984722,5.272692057820054,6,385,4,1,2,0,0.0,0,2,423,359.0,295,1
10473277,49,4,1824,247863.0,703,0.0,0.0,0.0,0.0,0.0,784,154,-2.530965985748976,96.58488572638109,95.90840135138109,5.953861675054279,3.4924838362068966,4.028761201336345,0,23,0,4,3,5,1.6666666666666667,0,0,898,453.6666666666667,165,1
10477813,62,3,770768,599151.6666666666,39387,0.0,0.0,0.0,0.0,0.0,201,39,6.825641025641023,76.4117307692308,7.445769230769233,7.643076923076922,7.800000000000001,3.0,1,121,0,0,1,1,1.0,1,2,268,268.0,268,1
10483010,32,5,89765,228394.4,4050,0.7965050732807215,0.7965050732807215,0.0,0.0,0.0,1774,73,3.5652403846153833,96.19378205128207,75.87394230769232,2.490657051282051,5.133333333333333,3.0,1,58,4,-9,3,2,1.0,0,5,900,363.6666666666667,91,0
10486682,42,4,1016740,510526.75,240,0.72,0.72,0.0,0.0,0.0,450,21,10.43009615384615,66.88201923076925,45.63951923076924,6.514903846153846,4.438461538461539,4.936491673103708,1,2016,2,0,2,0,0.0,0,2,394,329.0,264,0
10490328,42,3,3325,331067.3333333333,2577,0.0,0.0,0.0,0.0,0.0,417,83,5.89283613445378,74.57014705882355,54.70573529411765,5.229264705882352,7.824649859943978,6.529182202567926,1,106,0,0,0,0,0,0,3,0,0,0,0
10506819,97,3,78258,365572.3333333333,31159,0.7428123366440146,0.0,0.0,0.0,0.0,1913,72,24.483556483957216,17.32047961229948,8.010564839572204,19.811857954545452,11.835427807486631,10.095719052009175,2,2379,2,3,2,3,1.5,0,1,121,114.0,107,1
10514479,37,4,34747,268635.0,18958,0.8090705487122061,0.8090705487122061,0.0,0.0,0.0,1786,65,-4.582101449275366,108.43858695652176,104.62827445652177,5.316684782608695,2.3626811594202897,3.6846531968814578,3,466,4,1,5,2,0.6,0,0,1405,628.6,82,0
1052893,86,4,57549,275864.25,24762,0.6980410893454372,0.6980410893454372,0.0,0.0,0.0,2093,117,1.6181218171296279,77.4043898809524,75.99046626984128,2.5674130704365083,3.89212962962963,4.139409135772219,6,7465,4,2,3,2,1.6666666666666667,1,2,1250,1131.3333333333333,943,1
10535681,34,3,33535,340344.0,197,0.0,0.0,0.0,0.0,0.0,188,38,5.415130434782606,77.82059782608698,42.5701811594203,5.2807391304347835,7.4333333333333345,4.936491673103708,4,82,0,3,1,2,2.0,2,0,216,216.0,216,1
10543336,42,4,12662,252696.5,1416,0.0,0.0,0.0,0.0,0.0,160,30,9.465124999999997,84.54750000000001,43.02000000000001,5.9723749999999995,3.6,3.0,4,2009,0,3,2,6,2.5,-1,8,1211,668.0,125,0
10547335,69,4,13454,250236.5,78,0.4344569288389513,0.4344569288389513,0.0,0.0,0.0,1068,89,17.746693681318675,34.789972527472536,34.98980425824176,15.056575549450548,13.02747252747253,11.782774100254002,5,4392,2,2,4,1,1.0,1,0,808,560.75,325,1
10548399,58,2,24340,505820.0,24340,0.26545842217484006,0.12473347547974413,0.0,0.0,0.0,938,127,6.136600191885963,80.2878865131579,62.939136513157905,4.0644833764097745,5.066040100250627,4.936491673103708,5,447,4,2,3,3,2.0,1,2,712,441.3333333333333,227,1
10549381,38,2,33870,510585.0,33870,0.4797297297297297,0.18243243243243243,0.0,0.0,0.0,444,48,1.3841603535353526,92.77818181818184,84.43420454545455,0.276875,3.3703703703703702,3.968245836551854,5,862,4,4,6,4,1.6666666666666667,0,5,722,380.3333333333333,119,1
10573759,47,2,2674,494987.0,2674,0.33938706015891035,0.33938706015891035,0.0,0.0,0.0,881,103,-1.394945942078758,90.18939987551514,89.94967331301514,8.640673463255496,4.477695741758242,5.096750415449464,0,1012,6,0,2,2,1.0,0,0,384,252.5,121,0
10574556,71,5,770768,360524.2,2826,0.616692426584235,0.616692426584235,0.0,0.0,0.0,647,52,2.4646874999999984,74.53750000000002,42.44333333333334,3.6740625,6.433333333333334,5.738612787525831,0,548,3,0,2,0,0.0,0,1,655,480.5,306,1
10581153,15,3,1271,329563.0,118,0.1482843137254902,0.1482843137254902,0.0,0.0,0.0,816,108,16.169912578795472,35.60047099282299,34.978283492822996,17.284564769879246,12.898331054910003,10.080968720567338,1,773,4,3,2,4,2.5,1,2,482,480.0,478,1
10584940,48,4,93115,275136.25,1172,0.9519774011299436,0.259348937315039,0.0,0.0,0.6926284638149045,7434,67,0.3005307539682516,103.98750000000003,101.5246205357143,-1.272693452380953,3.107936507936508,3.4132247583583277,1,61,10,0,2,1,0.5,0,0,915,528.5,142,1
10585343,60,4,770768,448425.5,1413,0.42870456663560114,0.42870456663560114,0.0,0.0,0.0,2146,247,-0.46540975634725745,98.12661624692876,94.42589654995908,2.1816730651105667,5.640847665847666,3.826449516716656,1,3867,2,1,2,1,0.5,0,0,970,555.5,141,1
10585573,44,2,57549,522424.5,57549,0.0,0.0,0.0,0.0,0.0,251,51,7.412609649122805,76.2617105263158,32.93881578947369,6.51309210526316,7.866666666666667,5.738612787525831,1,405,0,1,2,3,2.5,2,0,477,294.0,111,1
10590278,42,3,57549,349003.3333333333,2161,0.8909090909090909,0.8909090909090909,0.0,0.0,0.0,1265,30,-17.593333333333334,90.34875000000002,70.08666666666669,-6.619999999999999,4.300000000000001,4.3693063937629155,1,2138,2,0,2,3,2.5,2,0,1016,704.0,392,1
10598107,42,5,357447,281149.0,1127,0.3387096774193548,0.0,0.0,0.3387096774193548,0.0,620,76,-6.696761939571152,90.89527412280705,84.34698708577001,5.725670321637427,6.113157894736843,4.3693063937629155,2,966,1,1,0,0,0,0,5,0,0,0,0
10618757,53,5,12194,201153.4,462,0.8453663793103449,0.8453663793103449,0.0,0.0,0.0,5568,159,6.523132475083054,66.59023461095593,64.11417400489532,8.92674171322863,8.12064393939394,6.971804523087679,3,699,4,6,3,12,5.666666666666667,1,4,6265,2672.0,42,1
10624173,47,4,26285,253557.0,14,0.0,0.0,0.0,0.0,0.0,276,51,8.13037006578947,68.57315789473685,34.875657894736854,7.837162828947367,9.30263157894737,8.477225575051662,3,265,0,0,2,1,0.5,0,2,1722,930.5,139,1
10646098,43,3,55526,361143.3333333333,40604,0.42174629324546953,0.42174629324546953,0.0,0.0,0.0,607,65,9.554135638297868,67.12666666666668,45.47916666666668,8.276679964539008,8.00886524822695,7.319751617610021,5,487,1,2,2,1,0.5,0,0,357,329.5,302,1
10654382,24,2,2644,494972.0,2644,0.6358620689655172,0.6358620689655172,0.0,0.0,0.0,1450,113,2.6977797579575586,91.36103647214856,71.49978647214856,2.065696700928382,5.7323076923076925,3.6123724356957947,5,2972,4,0,1,1,1.0,1,2,270,270.0,270,1
10658751,51,3,514084,504021.0,10679,0.38144329896907214,0.23539518900343642,0.0,0.0,0.0,582,67,6.230563725490192,84.1193723739496,76.23847163865548,6.4534243697479,5.3691176470588236,3.484122918275927,5,102,6,2,2,5,2.5,0,2,2643,1391.0,139,1
10660286,40,4,2962,248073.0,724,0.4873501997336884,0.43541944074567246,0.0,0.0,0.0,751,73,19.992138636363634,56.23082954545456,48.72432954545456,15.302043181818183,6.450000000000001,5.3375522303147696,5,727,3,1,2,2,1.0,0,1,661,541.5,422,1
10668626,58,5,4227,198948.8,679,0.4918181818181818,0.4918181818181818,0.0,0.0,0.0,1100,114,4.514228578466857,70.67338350627415,67.67791475627415,7.177872149493242,9.579761904761906,6.872983346207417,6,234,2,1,2,0,0.0,0,7,383,290.5,198,1
10686910,44,5,489028,308546.0,2270,0.7150890346766635,0.7150890346766635,0.0,0.0,0.0,1067,60,2.599555555555554,83.93187500000002,73.22312500000001,1.6526666666666667,4.305555555555555,4.3693063937629155,1,463,2,3,3,6,2.6666666666666665,0,1,1147,589.0,297,0
10687200,40,3,22085,336563.3333333333,305,0.0,0.0,0.0,0.0,0.0,950,183,6.781529304029303,71.15819024725278,57.74469665750917,6.8145467032967035,7.390140415140417,4.802687185631353,1,36,0,7,3,7,4.666666666666667,0,0,2681,1574.3333333333333,96,0
