question_id,id,first posted,same day as question,total code %,java %,json %,xml %,stack traces %,length,words count,day of week,reputation,intercalations,score,number of comments,accepted,max comment length,avg comment length,min comment length
10065536,10066339,0,1,0.7942289498580889,0.7516556291390728,0.0,0.0,0.0,2114,83,Sunday,1641,3,1,0,0,-,-,-
10066020,10066040,1,1,0.0,0.0,0.0,0.0,0.0,535,97,Sunday,159710,0,6,5,1,323,206.2,104
10066020,10066119,0,1,0.0,0.0,0.0,0.0,0.0,1103,190,Sunday,114845,0,1,2,0,491,254.5,18
10066020,10066168,0,1,0.0,0.0,0.0,0.0,0.0,233,38,Sunday,100009,0,5,0,0,-,-,-
10069864,10609223,1,0,0.0,0.0,0.0,0.0,0.0,140,24,Tuesday,3024,0,1,0,0,-,-,-
10072367,10073110,1,1,0.0,0.0,0.0,0.0,0.0,1135,184,Monday,9183,0,32,1,1,127,127.0,127
10072384,10072689,1,1,0.8322147651006712,0.8322147651006712,0.0,0.0,0.0,298,11,Monday,9183,5,2,1,1,16,16.0,16
10074766,10074895,1,1,0.42758620689655175,0.0,0.0,0.42758620689655175,0.0,145,15,Monday,38745,2,1,2,1,179,124.0,69
10074766,10541802,0,0,0.4047244094488189,0.4047244094488189,0.0,0.0,0.0,635,69,Thursday,1142,1,1,1,0,100,100.0,100
10082677,10084763,0,1,0.0,0.0,0.0,0.0,0.0,243,40,Tuesday,28,0,0,0,0,-,-,-
10082677,10082875,1,1,0.0,0.0,0.0,0.0,0.0,303,46,Tuesday,842,0,0,0,0,-,-,-
10082677,10083024,0,1,0.0,0.0,0.0,0.0,0.0,153,19,Tuesday,16814,0,1,0,1,-,-,-
10082677,10298232,0,0,0.0,0.0,0.0,0.0,0.0,108,19,Tuesday,28,0,0,0,0,-,-,-
10086741,10088152,1,1,0.0,0.0,0.0,0.0,0.0,236,42,Tuesday,12024,0,2,0,1,-,-,-
10110581,10119114,1,0,0.0,0.0,0.0,0.0,0.0,272,52,Thursday,1816,0,2,2,1,125,122.5,120
10115310,10365077,1,0,0.0,0.0,0.0,0.0,0.0,84,16,Saturday,118,0,0,0,1,-,-,-
10120696,10121133,1,1,0.0,0.0,0.0,0.0,0.0,389,63,Thursday,2171,0,0,1,1,164,164.0,164
10125910,10126196,1,1,0.5314861460957179,0.5314861460957179,0.0,0.0,0.0,397,33,Thursday,124659,3,0,3,0,99,78.0,51
10130047,10130481,1,1,0.0,0.0,0.0,0.0,0.0,2617,488,Thursday,100826,0,3,2,1,511,384.0,257
10136193,10136564,1,1,0.3563766388557807,0.3563766388557807,0.0,0.0,0.0,839,91,Friday,945,4,2,2,0,348,262.0,176
10136193,10139317,0,1,0.7359855334538878,0.7359855334538878,0.0,0.0,0.0,553,28,Friday,92,3,1,2,0,248,207.5,167
10136567,10136670,1,1,0.0,0.0,0.0,0.0,0.0,136,16,Friday,2601,0,1,0,0,-,-,-
10154865,10155115,1,1,0.0,0.0,0.0,0.0,0.0,206,38,Saturday,236,0,0,2,0,308,226.0,144
10154865,10155292,0,1,0.12857142857142856,0.12857142857142856,0.0,0.0,0.0,350,57,Saturday,114845,3,1,2,1,206,155.0,104
10158053,10158097,1,1,0.0,0.0,0.0,0.0,0.0,101,18,Saturday,43669,0,2,2,1,122,94.0,66
10158272,10158521,1,0,0.0,0.0,0.0,0.0,0.0,688,125,Sunday,7921,0,1,0,1,-,-,-
10160221,10173672,1,0,0.0,0.0,0.0,0.0,0.0,190,35,Monday,110,0,0,0,0,-,-,-
10182226,10182286,1,1,0.4441340782122905,0.4441340782122905,0.0,0.0,0.0,358,38,Monday,13029,3,1,1,1,83,83.0,83
10182226,10182288,0,1,0.0,0.0,0.0,0.0,0.0,75,14,Monday,12984,0,1,0,0,-,-,-
10184644,10184677,1,1,0.0,0.0,0.0,0.0,0.0,779,153,Tuesday,3164,0,1,2,0,82,56.0,30
10184644,10184678,0,1,0.753968253968254,0.753968253968254,0.0,0.0,0.0,630,30,Tuesday,140382,3,4,0,1,-,-,-
10184644,10184710,0,1,0.0,0.0,0.0,0.0,0.0,771,156,Tuesday,5802,0,1,0,0,-,-,-
10184644,10184701,0,1,0.615071283095723,0.3095723014256619,0.0,0.0,0.0,982,67,Tuesday,872,3,0,3,0,198,143.66666666666666,65
10193407,10193482,1,1,0.0,0.0,0.0,0.0,0.0,341,59,Tuesday,665,0,1,0,0,-,-,-
10193407,10193615,0,1,0.0,0.0,0.0,0.0,0.0,217,35,Tuesday,58330,0,2,0,1,-,-,-
10193407,10193948,0,1,0.0,0.0,0.0,0.0,0.0,130,25,Tuesday,1683,0,1,0,0,-,-,-
10198814,10198895,1,1,0.9523809523809523,0.9523809523809523,0.0,0.0,0.0,483,5,Tuesday,14127,1,4,1,1,107,107.0,107
10204038,10204461,1,1,0.30201342281879195,0.30201342281879195,0.0,0.0,0.0,298,42,Wednesday,321762,4,0,0,0,-,-,-
10204038,10204759,0,1,0.3301075268817204,0.12365591397849462,0.0,0.2064516129032258,0.0,930,124,Wednesday,36,8,1,0,1,-,-,-
10244665,10244815,1,1,0.0,0.0,0.0,0.0,0.0,98,18,Friday,75,0,1,0,0,-,-,-
10244665,10244870,0,1,0.0,0.0,0.0,0.0,0.0,168,27,Friday,1880,0,0,0,0,-,-,-
10259895,10260019,1,1,0.0,0.0,0.0,0.0,0.0,105,18,Saturday,21823,0,0,10,0,288,125.9,37
10265400,10265410,1,1,0.5769230769230769,0.5769230769230769,0.0,0.0,0.0,130,10,Sunday,194850,2,4,0,0,-,-,-
10265400,10265437,0,1,0.46578366445916114,0.46578366445916114,0.0,0.0,0.0,453,43,Sunday,431,1,3,2,0,210,163.5,117
10265400,10265539,0,1,0.5588235294117647,0.5588235294117647,0.0,0.0,0.0,272,24,Sunday,60,2,-3,0,0,-,-,-
10266804,10266837,1,1,0.0,0.0,0.0,0.0,0.0,291,49,Sunday,18472,0,10,0,1,-,-,-
10266804,10266871,0,1,0.0,0.0,0.0,0.0,0.0,721,138,Sunday,5721,0,1,0,0,-,-,-
10268948,10269032,1,1,0.0,0.0,0.0,0.0,0.0,155,28,Sunday,1863,0,1,0,1,-,-,-
10268948,10269106,0,1,0.0,0.0,0.0,0.0,0.0,79,15,Sunday,No owner,0,0,0,0,-,-,-
10271540,10271559,1,1,0.46522781774580335,0.46522781774580335,0.0,0.0,0.0,417,45,Sunday,211996,1,15,2,1,119,92.0,65
10271540,10271791,0,1,0.0,0.0,0.0,0.0,0.0,235,39,Sunday,619,0,0,0,0,-,-,-
10285582,10285930,1,1,0.0,0.0,0.0,0.0,0.0,234,41,Monday,3658,0,0,0,0,-,-,-
10285582,10285975,0,1,0.17280701754385966,0.17280701754385966,0.0,0.0,0.0,1140,166,Monday,195763,1,4,5,0,292,151.6,16
10285582,10286053,0,1,0.0,0.0,0.0,0.0,0.0,323,54,Monday,9422,0,1,1,0,27,27.0,27
10285582,10286059,0,1,0.03424304840370752,0.03424304840370752,0.0,0.0,0.0,3884,666,Monday,26930,4,4,1,1,216,216.0,216
10286165,10286240,1,1,0.0,0.0,0.0,0.0,0.0,390,65,Monday,44818,0,1,0,0,-,-,-
10286165,10286251,0,1,0.0,0.0,0.0,0.0,0.0,826,143,Monday,45830,0,1,0,0,-,-,-
10286165,10286495,0,1,0.0,0.0,0.0,0.0,0.0,839,157,Monday,1368,0,2,0,0,-,-,-
10294285,10305640,1,1,0.0,0.0,0.0,0.0,0.0,301,53,Tuesday,2635,0,0,2,1,243,174.5,106
10299864,11266650,1,0,0.0,0.0,0.0,0.0,0.0,520,88,Friday,36856,0,3,0,1,-,-,-
10299864,22676744,0,0,0.0,0.0,0.0,0.0,0.0,72,13,Thursday,170,0,0,0,0,-,-,-
10300088,10305556,1,1,0.6931599229287091,0.6931599229287091,0.0,0.0,0.0,2076,115,Tuesday,6136,8,1,1,1,57,57.0,57
10300088,10308289,0,0,0.5916594265855778,0.5916594265855778,0.0,0.0,0.0,1151,81,Wednesday,25117,3,1,0,0,-,-,-
10300696,10300991,1,1,0.4897959183673469,0.4897959183673469,0.0,0.0,0.0,98,10,Tuesday,7813,4,2,1,1,71,71.0,71
10311161,10311212,1,1,0.0,0.0,0.0,0.0,0.0,274,46,Wednesday,6527,0,0,0,0,-,-,-
10311161,10311231,0,1,0.0,0.0,0.0,0.0,0.0,685,121,Wednesday,33296,0,3,2,1,86,66.0,46
10314797,10314903,1,1,0.0,0.0,0.0,0.0,0.0,90,16,Wednesday,325066,0,1,3,0,214,101.33333333333333,27
10314797,10315136,0,1,0.0,0.0,0.0,0.0,0.0,192,34,Wednesday,3440,0,0,0,0,-,-,-
10314797,10316700,0,1,0.5644110275689223,0.0,0.0,0.5644110275689223,0.0,1995,154,Wednesday,587397,10,2,7,1,379,173.71428571428572,50
10330661,10334382,1,1,0.0,0.0,0.0,0.0,0.0,125,17,Thursday,64221,0,1,2,1,147,120.0,93
10330661,10346024,0,0,0.6061026352288488,0.6061026352288488,0.0,0.0,0.0,1442,112,Friday,1526,4,0,8,0,408,145.125,15
10343324,10343816,1,1,0.31844660194174756,0.31844660194174756,0.0,0.0,0.0,515,54,Friday,87561,2,1,9,1,239,129.22222222222223,85
10344777,10347789,1,1,0.0,0.0,0.0,0.0,0.0,1211,202,Friday,23770,0,2,1,1,38,38.0,38
10345145,10345160,1,1,0.39037433155080214,0.39037433155080214,0.0,0.0,0.0,561,59,Friday,799764,1,2,4,0,439,315.75,90
10345145,10345168,0,1,0.0,0.0,0.0,0.0,0.0,454,85,Friday,22319,0,0,0,0,-,-,-
10345145,10345251,0,1,0.8784916201117319,0.8784916201117319,0.0,0.0,0.0,716,19,Friday,1145,3,0,0,0,-,-,-
10345145,10345544,0,1,0.4767676767676768,0.4767676767676768,0.0,0.0,0.0,495,47,Friday,26930,2,0,2,0,110,83.5,57
10346392,10361884,1,0,0.0,0.0,0.0,0.0,0.0,187,32,Saturday,9811,0,0,0,0,-,-,-
10347080,10347430,1,1,0.0,0.0,0.0,0.0,0.0,276,48,Friday,8045,0,0,1,0,163,163.0,163
10347080,10347504,0,1,0.0,0.0,0.0,0.0,0.0,513,95,Friday,4146,0,0,3,0,163,125.0,66
10365964,10366301,1,1,0.0,0.0,0.0,0.0,0.0,222,41,Saturday,1851,0,1,0,0,-,-,-
10366427,10366438,1,1,0.0,0.0,0.0,0.0,0.0,59,11,Saturday,1079,0,0,0,0,-,-,-
10366427,10366445,0,1,0.31203566121842496,0.31203566121842496,0.0,0.0,0.0,673,85,Saturday,5150,2,1,1,0,48,48.0,48
10367215,10367233,1,1,0.0,0.0,0.0,0.0,0.0,1208,199,Saturday,165496,0,6,1,1,114,114.0,114
10367215,27678446,0,0,0.6706161137440758,0.6706161137440758,0.0,0.0,0.0,844,51,Sunday,75,1,0,0,0,-,-,-
10385148,10385195,1,1,0.0,0.0,0.0,0.0,0.0,63,13,Monday,564,0,0,5,0,213,149.4,97
10385148,10385200,0,1,0.5990566037735849,0.5990566037735849,0.0,0.0,0.0,212,13,Monday,10768,2,4,2,0,41,37.5,34
10385148,10385203,0,1,0.0,0.0,0.0,0.0,0.0,181,31,Monday,72406,0,12,0,1,-,-,-
10385148,10385223,0,1,0.0,0.0,0.0,0.0,0.0,174,35,Monday,356,0,-1,2,0,182,146.0,110
10385148,10385236,0,1,0.9242424242424242,0.9242424242424242,0.0,0.0,0.0,66,1,Monday,124659,1,0,1,0,77,77.0,77
10387290,10387318,1,1,0.0,0.0,0.0,0.0,0.0,1650,275,Monday,38080,0,13,5,1,162,123.0,50
10387290,10387498,0,1,0.0,0.0,0.0,0.0,0.0,267,44,Monday,51,0,0,4,0,297,206.25,129
10387290,25730206,0,0,0.10454545454545454,0.10454545454545454,0.0,0.0,0.0,440,68,Monday,1349,2,0,0,0,-,-,-
10387290,29789476,0,0,1.0,1.0,0.0,0.0,0.0,65,0,Wednesday,6465,0,2,0,0,-,-,-
10408749,10408783,1,1,0.0,0.0,0.0,0.0,0.0,260,45,Wednesday,33296,0,2,5,1,435,214.6,97
10408749,10408827,0,1,0.0,0.0,0.0,0.0,0.0,357,55,Wednesday,635,0,0,1,0,102,102.0,102
10412611,10427428,1,0,0.49346656418139895,0.49346656418139895,0.0,0.0,0.0,1301,127,Thursday,2322,4,5,1,1,17,17.0,17
10414393,10414937,1,1,0.5508982035928144,0.5508982035928144,0.0,0.0,0.0,167,12,Wednesday,680,1,1,1,0,60,60.0,60
10414393,10426287,0,0,0.0,0.0,0.0,0.0,0.0,58,11,Thursday,173,0,1,0,1,-,-,-
10414393,11807234,0,0,0.24821173104434907,0.0,0.0,0.24821173104434907,0.0,1398,184,Saturday,4694,2,1,0,0,-,-,-
10414393,11959499,0,0,0.4973913043478261,0.0,0.0,0.4973913043478261,0.0,575,50,Tuesday,683,4,0,0,0,-,-,-
1041575,1084838,1,0,0.5404624277456648,0.0,0.0,0.5404624277456648,0.0,346,30,Sunday,3305,1,1,2,0,295,168.5,42
1041575,1268601,0,0,0.0,0.0,0.0,0.0,0.0,250,50,Wednesday,20097,0,1,1,0,162,162.0,162
1041575,1269362,0,0,0.0,0.0,0.0,0.0,0.0,187,33,Thursday,731,0,0,0,0,-,-,-
1041575,21533311,0,0,0.1,0.0,0.0,0.0,0.0,260,44,Monday,11,2,1,0,0,-,-,-
10420118,10420204,1,1,0.0,0.0,0.0,0.0,0.0,358,72,Wednesday,12486,0,2,5,1,357,253.2,124
10420118,10420217,0,1,0.0,0.0,0.0,0.0,0.0,293,67,Wednesday,2654,0,0,0,0,-,-,-
10420118,10420342,0,1,0.0,0.0,0.0,0.0,0.0,373,60,Wednesday,1525,0,1,0,0,-,-,-
10420118,10420906,0,1,0.8996509598603839,0.8996509598603839,0.0,0.0,0.0,1146,24,Wednesday,10110,1,0,0,0,-,-,-
10420118,10421065,0,1,0.042662116040955635,0.0,0.0,0.0,0.0,1172,197,Wednesday,2699,4,1,6,0,248,119.83333333333333,30
10420118,10421258,0,1,0.0,0.0,0.0,0.0,0.0,1022,164,Wednesday,378,0,0,0,0,-,-,-
10427302,10428068,1,1,0.6901004304160688,0.6901004304160688,0.0,0.0,0.0,697,39,Thursday,443,1,1,1,1,48,48.0,48
10445337,10445414,1,1,0.9017341040462428,0.9017341040462428,0.0,0.0,0.0,173,3,Friday,36961,1,1,6,0,294,111.5,46
10445337,10445444,0,1,0.0,0.0,0.0,0.0,0.0,30,6,Friday,4664,0,0,2,0,170,110.0,50
10445337,10445445,0,1,0.288135593220339,0.288135593220339,0.0,0.0,0.0,177,25,Friday,4400,2,1,3,0,97,82.66666666666667,74
10445337,10445447,0,1,0.4117647058823529,0.4117647058823529,0.0,0.0,0.0,238,25,Friday,17400,2,0,0,0,-,-,-
10445337,10445490,0,1,0.9412811387900356,0.9412811387900356,0.0,0.0,0.0,562,7,Friday,2815,1,1,0,1,-,-,-
1045015,1045102,1,1,0.0,0.0,0.0,0.0,0.0,269,53,Thursday,7068,0,1,0,0,-,-,-
1045015,1045120,0,1,0.0,0.0,0.0,0.0,0.0,624,121,Thursday,26442,0,1,0,0,-,-,-
1045015,1045125,0,1,0.0,0.0,0.0,0.0,0.0,193,30,Thursday,19562,0,1,2,1,87,70.5,54
1045015,1045190,0,1,0.0,0.0,0.0,0.0,0.0,730,119,Thursday,730,0,1,0,0,-,-,-
10460023,10460042,1,1,0.4846335697399527,0.4846335697399527,0.0,0.0,0.0,423,37,Saturday,16975,1,0,1,0,21,21.0,21
10460023,10460114,0,1,0.0,0.0,0.0,0.0,0.0,295,55,Saturday,4513,0,0,0,1,-,-,-
10473277,10474465,0,1,0.0,0.0,0.0,0.0,0.0,165,32,Sunday,43044,0,0,3,1,151,113.33333333333333,53
10473277,10473438,1,1,0.0,0.0,0.0,0.0,0.0,298,50,Sunday,2318,0,0,0,0,-,-,-
10473277,13541178,0,0,0.7249443207126949,0.7249443207126949,0.0,0.0,0.0,898,43,Saturday,1144,1,5,0,0,-,-,-
10477813,10477901,1,1,0.0,0.0,0.0,0.0,0.0,268,37,Monday,20561,0,1,1,1,33,33.0,33
10483010,10483030,1,1,0.76,0.76,0.0,0.0,0.0,100,4,Monday,39571,1,0,7,0,231,133.57142857142858,33
10483010,10483041,0,1,1.0,1.0,0.0,0.0,0.0,91,0,Monday,140382,0,2,3,0,195,130.66666666666666,56
10483010,10483078,0,1,0.7844444444444445,0.7844444444444445,0.0,0.0,0.0,900,34,Monday,185,1,1,0,0,-,-,-
10486682,10486849,1,1,0.4772727272727273,0.4772727272727273,0.0,0.0,0.0,264,27,Monday,2603,3,0,3,0,123,81.66666666666667,46
10486682,10494325,0,0,0.8299492385786802,0.8299492385786802,0.0,0.0,0.0,394,13,Tuesday,2638,2,0,0,0,-,-,-
10506819,10507078,1,1,0.0,0.0,0.0,0.0,0.0,107,20,Tuesday,15378,0,0,2,0,42,41.0,40
10506819,10706621,0,0,0.0,0.0,0.0,0.0,0.0,121,21,Tuesday,2379,0,3,0,1,-,-,-
10514479,10514625,1,1,0.0,0.0,0.0,0.0,0.0,176,36,Wednesday,182,0,2,0,0,-,-,-
10514479,10514641,0,1,0.0,0.0,0.0,0.0,0.0,82,11,Wednesday,1576,0,0,3,0,256,184.0,141
10514479,10518140,0,1,0.17771883289124668,0.0,0.0,0.0,0.0,377,50,Wednesday,7719,4,0,0,0,-,-,-
10514479,13860302,0,0,0.5736654804270462,0.5736654804270462,0.0,0.0,0.0,1405,108,Thursday,1282,2,1,0,0,-,-,-
10514479,22559562,0,0,0.0,0.0,0.0,0.0,0.0,1103,187,Friday,191,0,0,0,0,-,-,-
1052893,1052926,1,1,0.5353871773522065,0.5353871773522065,0.0,0.0,0.0,1201,90,Saturday,11187,4,2,1,0,245,245.0,245
1052893,1052948,0,1,0.4178154825026511,0.4178154825026511,0.0,0.0,0.0,943,97,Saturday,26014,4,2,1,1,36,36.0,36
1052893,7858315,0,0,0.0,0.0,0.0,0.0,0.0,1250,213,Saturday,11,0,1,0,0,-,-,-
10535681,10537048,1,1,0.0,0.0,0.0,0.0,0.0,216,37,Thursday,7399,0,2,2,1,37,35.5,34
10543336,10543459,1,1,0.0,0.0,0.0,0.0,0.0,125,21,Thursday,1609,0,-1,0,0,-,-,-
10543336,10543517,0,1,0.564822460776218,0.564822460776218,0.0,0.0,0.0,1211,99,Thursday,35397,2,6,1,0,120,120.0,120
10547335,10547410,1,1,0.4863861386138614,0.4863861386138614,0.0,0.0,0.0,808,74,Friday,39392,1,1,2,1,233,155.5,78
10547335,10547426,0,1,0.0,0.0,0.0,0.0,0.0,516,85,Friday,6217,0,1,4,0,340,215.5,109
10547335,10547439,0,1,0.0,0.0,0.0,0.0,0.0,325,48,Friday,954,0,1,0,0,-,-,-
10547335,10560315,0,0,0.0,0.0,0.0,0.0,0.0,594,99,Saturday,35669,0,1,1,0,340,340.0,340
10548399,10548485,1,1,0.3922077922077922,0.3922077922077922,0.0,0.0,0.0,385,43,Friday,97617,2,2,5,1,297,196.8,85
10548399,10548547,0,1,0.0,0.0,0.0,0.0,0.0,712,126,Friday,79652,0,1,2,0,291,205.5,120
10548399,10549136,0,1,0.9030837004405287,0.9030837004405287,0.0,0.0,0.0,227,5,Friday,3131,1,3,1,0,117,117.0,117
10549381,10549513,0,1,0.0,0.0,0.0,0.0,0.0,324,57,Friday,8609,0,1,2,0,62,42.5,23
10549381,10549461,1,1,0.0,0.0,0.0,0.0,0.0,722,147,Friday,162,0,4,0,0,-,-,-
10549381,10549480,0,1,0.0,0.0,0.0,0.0,0.0,388,71,Friday,42319,0,3,6,1,226,136.0,28
10549381,10549486,0,1,0.0,0.0,0.0,0.0,0.0,201,39,Friday,10110,0,2,0,0,-,-,-
10549381,10550851,0,1,0.23295454545454544,0.23295454545454544,0.0,0.0,0.0,528,92,Friday,279643,2,0,1,0,114,114.0,114
10549381,12580868,0,0,0.0,0.0,0.0,0.0,0.0,119,22,Tuesday,1284,0,0,0,0,-,-,-
10573759,10573784,1,1,0.0,0.0,0.0,0.0,0.0,121,24,Sunday,56935,0,0,0,0,-,-,-
10573759,10574506,0,1,0.0,0.0,0.0,0.0,0.0,384,64,Sunday,8417,0,2,1,0,54,54.0,54
10574556,10574732,1,1,0.0,0.0,0.0,0.0,0.0,306,55,Sunday,545,0,0,1,1,277,277.0,277
10574556,10598186,0,0,0.0,0.0,0.0,0.0,0.0,655,126,Tuesday,33571,0,0,4,0,367,312.75,224
10581153,10581265,1,1,0.2800829875518672,0.2800829875518672,0.0,0.0,0.0,482,51,Monday,799764,2,4,1,1,39,39.0,39
10581153,10581289,0,1,0.4497907949790795,0.4497907949790795,0.0,0.0,0.0,478,44,Monday,41973,4,1,0,0,-,-,-
10584940,10585015,1,1,0.6549295774647887,0.0,0.0,0.0,0.6549295774647887,142,10,Monday,10546,1,0,0,0,-,-,-
10584940,10585048,0,1,0.5027322404371585,0.5027322404371585,0.0,0.0,0.0,915,69,Monday,6726,6,1,3,1,159,79.33333333333333,39
10585343,10585484,1,1,0.0,0.0,0.0,0.0,0.0,141,29,Monday,39392,0,0,2,0,158,146.5,135
10585343,10587037,0,1,0.4824742268041237,0.4824742268041237,0.0,0.0,0.0,970,102,Monday,132,2,1,8,1,395,177.625,18
10585573,10585639,1,1,0.0,0.0,0.0,0.0,0.0,477,82,Monday,72406,0,3,1,1,70,70.0,70
10585573,10585664,0,1,0.0,0.0,0.0,0.0,0.0,111,15,Monday,19352,0,2,2,0,432,299.0,166
10590278,10590472,1,1,0.0,0.0,0.0,0.0,0.0,392,68,Monday,2138,0,3,1,1,40,40.0,40
10590278,10590570,0,1,0.6938976377952756,0.6938976377952756,0.0,0.0,0.0,1016,51,Monday,124659,1,2,1,0,80,80.0,80
10618757,10752032,1,0,0.9109337589784517,0.9109337589784517,0.0,0.0,0.0,6265,93,Friday,166,1,4,2,1,153,113.5,74
10618757,14296344,0,0,0.7857142857142857,0.7857142857142857,0.0,0.0,0.0,42,2,Saturday,121,1,12,0,0,-,-,-
10618757,23724290,0,0,0.16266822703335285,0.16266822703335285,0.0,0.0,0.0,1709,260,Sunday,181,2,1,0,0,-,-,-
10624173,10624211,1,1,0.0,0.0,0.0,0.0,0.0,139,25,Wednesday,14512,0,0,1,0,121,121.0,121
10624173,10625171,0,1,0.0,0.0,0.0,0.0,0.0,1722,313,Wednesday,873,0,1,1,1,194,194.0,194
10646098,10650403,1,1,0.0,0.0,0.0,0.0,0.0,302,53,Friday,17009,0,1,3,1,148,106.0,80
10646098,10755432,0,0,0.7282913165266106,0.7282913165266106,0.0,0.0,0.0,357,17,Friday,929,1,0,0,0,-,-,-
10654382,10654638,1,1,0.8851851851851852,0.8851851851851852,0.0,0.0,0.0,270,7,Friday,2225,1,1,4,1,142,77.75,41
10658751,10658805,1,1,0.0,0.0,0.0,0.0,0.0,139,24,Friday,12486,0,0,2,0,259,239.0,219
10658751,10659073,0,1,0.17707150964812712,0.09875141884222474,0.0,0.0,0.0,2643,403,Friday,14127,13,5,4,1,96,55.25,24
10660286,10664181,1,0,0.22239031770045387,0.22239031770045387,0.0,0.0,0.0,661,107,Saturday,67318,4,2,5,0,272,151.8,28
10660286,10668757,0,0,0.8412322274881516,0.8412322274881516,0.0,0.0,0.0,422,13,Saturday,727,1,0,0,1,-,-,-
10668626,10668668,1,1,0.41919191919191917,0.41919191919191917,0.0,0.0,0.0,198,24,Saturday,7577,1,0,3,1,139,76.0,32
10668626,21410140,0,0,0.0,0.0,0.0,0.0,0.0,383,74,Tuesday,88,0,0,0,0,-,-,-
10686910,10687181,1,1,0.0,0.0,0.0,0.0,0.0,297,49,Monday,61,0,6,4,0,201,107.5,36
10686910,10687230,0,1,0.2786377708978328,0.2786377708978328,0.0,0.0,0.0,323,48,Monday,29884,2,2,4,0,152,91.0,34
